timestamp_s,lap_number,lap_time_s,speed_kmh,throttle,brake,steering,rpm,gear,normalized_position,world_x,world_y,world_z
0.001173799973912537,0,,0.015807660296559334,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.49174690246582,668.7152099609375
0.012410399998771027,0,,0.009642551653087139,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491743087768555,668.7152099609375
0.02309539998532273,0,,0.015804069116711617,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491743087768555,668.7152099609375
0.033907299977727234,0,,0.009642710909247398,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491747856140137,668.7152099609375
0.04494129997328855,0,,0.005934601649641991,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491744041442871,668.7152099609375
0.057501799979945645,0,,0.009646469727158546,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491754531860352,668.7152099609375
0.06851899999310263,0,,0.015802334994077682,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491747856140137,668.7152099609375
0.07978319999529049,0,,0.009645914658904076,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491744041442871,668.7152099609375
0.09068479997222312,0,,0.015801457688212395,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491755485534668,668.7152099609375
0.10169179999502376,0,,0.009647642262279987,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491748809814453,668.7152099609375
0.11263039999175817,0,,0.015803469344973564,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491755485534668,668.7152099609375
0.12409649998880923,0,,0.009644468314945698,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.49174976348877,668.7152099609375
0.13512929997523315,0,,0.0158010795712471,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491744995117188,668.7152099609375
0.1462664999999106,0,,0.009645996615290642,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491756439208984,668.7152099609375
0.1572501999908127,0,,0.005935143679380417,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.49174976348877,668.7152099609375
0.16824329999508336,0,,0.009649036452174187,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491750717163086,668.7152099609375
0.1795304999977816,0,,0.005932899657636881,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.49174690246582,668.7152099609375
0.19048279998241924,0,,0.009649112820625305,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.4917573928833,668.7152099609375
0.2019045999913942,0,,0.005935888737440109,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491750717163086,668.7152099609375
0.21317429997725412,0,,0.009649939835071564,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.49174690246582,668.7152099609375
0.22435809997841716,0,,0.005938463844358921,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491758346557617,668.7152709960938
0.23528789999545552,0,,0.00965478178113699,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491751670837402,668.7152709960938
0.24651699999230914,0,,0.00594314094632864,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491747856140137,668.7152709960938
0.2573438999825157,0,,0.01579504832625389,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491759300231934,668.7152709960938
0.2686752999725286,0,,0.0059398505836725235,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491752624511719,668.7152709960938
0.27951279998524114,0,,0.015795579180121422,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491747856140137,668.7152709960938
0.2904664999805391,0,,0.005942972376942635,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491752624511719,668.7152709960938
0.30171239998890087,0,,0.015793567523360252,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.49176025390625,668.7152709960938
0.3128625999961514,0,,0.005938457790762186,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491753578186035,668.7152709960938
0.32390899999882095,0,,0.015794208273291588,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.49174976348877,668.7152709960938
0.3347668999922462,0,,0.009655140340328217,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.49176025390625,668.7152709960938
0.34573589998763055,0,,0.01579160802066326,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491753578186035,668.7152709960938
0.35681679999106564,0,,0.009654625318944454,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.49174976348877,668.7152709960938
0.3676627999811899,0,,0.005945928394794464,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491761207580566,668.7152709960938
0.37876009999308735,0,,0.009656636044383049,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491754531860352,668.7152709960938
0.38964569999370724,0,,0.005946432705968618,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491750717163086,668.7152709960938
0.400676499994006,0,,0.009656211361289024,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491761207580566,668.7152709960938
0.41123009999864735,0,,0.005944388918578625,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491754531860352,668.7152709960938
0.4219380999857094,0,,0.015788093209266663,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491762161254883,668.7152709960938
0.4330185999860987,0,,0.005941568408161402,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491755485534668,668.7152709960938
0.44413609997718595,0,,0.01578930765390396,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491762161254883,668.7152709960938
0.45527239999501035,0,,0.005950743332505226,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491755485534668,668.7152709960938
0.4665256000007503,0,,0.015786701813340187,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491751670837402,668.7152709960938
0.47724579999339767,0,,0.009660227224230766,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491756439208984,668.7152709960938
0.48835059997509234,0,,0.01578930951654911,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491752624511719,668.7152709960938
0.49936869999510236,0,,0.009660227224230766,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.4917631149292,668.7152709960938
0.5103433999756817,0,,0.015787798911333084,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491756439208984,668.7152709960938
0.5212720999843441,0,,0.00966177973896265,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491752624511719,668.7152709960938
0.5324849999742582,0,,0.005945144221186638,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491764068603516,668.7152709960938
0.5432256999774836,0,,0.009665125049650669,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.4917573928833,668.7152709960938
0.5542305999842938,0,,0.005950775928795338,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491764068603516,668.7152709960938
0.5654490999877453,0,,0.009662370197474957,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.4917573928833,668.7152709960938
0.5763319999969099,0,,0.005947442725300789,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.13169860839844,-11.491753578186035,668.7152709960938
0.5874079999921378,0,,0.015785282477736473,0.0,0.0,0.0,1877,1,0.8306893110275269,-131.1317138671875,-11.491765022277832,668.7152709960938
