timestamp_s,lap_number,lap_time_s,acc_current_lap_ms,acc_last_lap_ms,acc_best_lap_ms,completed_laps,sector_index,last_sector_ms,is_valid_lap,speed_kmh,throttle,brake,steering,rpm,gear,normalized_position,world_x,world_y,world_z
0.001443400004063733,0,,9140,142092,142092,2,0,0,True,0.0,0.0,0.0,0.0,0,0,0.9230315685272217,-985.7615356445312,3.1099960803985596,-1431.4658203125
2.287763600004837,0,,11400,142092,142092,2,0,0,True,0.0029271149542182684,0.0,1.0,0.0,3037,1,0.9230315685272217,-985.7599487304688,3.1099131107330322,-1431.46484375
2.2985142999968957,0,,11437,142092,142092,2,0,0,True,0.00293828290887177,0.0,1.0,0.0,3037,1,0.9230315685272217,-985.7599487304688,3.109912395477295,-1431.46484375
2.3109689999982947,0,,11450,142092,142092,2,0,0,True,0.0031169229187071323,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7599487304688,3.109910726547241,-1431.46484375
2.3219581000012113,0,,11450,142092,142092,2,0,0,True,0.003245698055252433,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7599487304688,3.109910726547241,-1431.46484375
2.333083400008036,0,,11470,142092,142092,2,0,0,True,0.003083164570853114,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7599487304688,3.109910488128662,-1431.46484375
2.3442437000048812,0,,11480,142092,142092,2,0,0,True,0.0031010592356324196,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598876953125,3.109909772872925,-1431.46484375
2.3550262000062503,0,,11492,142092,142092,2,0,0,True,0.0031734390649944544,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598876953125,3.1099092960357666,-1431.4647216796875
2.3656820000032894,0,,11502,142092,142092,2,0,0,True,0.0031382874585688114,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598876953125,3.1099090576171875,-1431.4647216796875
2.3765918999997666,0,,11515,142092,142092,2,0,0,True,0.0031137848272919655,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598876953125,3.1099085807800293,-1431.4647216796875
2.3874433000019053,0,,11525,142092,142092,2,0,0,True,0.003160516731441021,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598876953125,3.10990834236145,-1431.4647216796875
2.3985066000022925,0,,11537,142092,142092,2,0,0,True,0.0031407156493514776,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598876953125,3.109907865524292,-1431.4647216796875
2.4092203000036534,0,,11547,142092,142092,2,0,0,True,0.0031229855958372355,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598876953125,3.109907627105713,-1431.4647216796875
2.4203032000077656,0,,11557,142092,142092,2,0,0,True,0.0031436746940016747,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598266601562,3.1099071502685547,-1431.4647216796875
2.4313670999981696,0,,11570,142092,142092,2,0,0,True,0.0031319402623921633,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598266601562,3.1099069118499756,-1431.4647216796875
2.4423081999993883,0,,11580,142092,142092,2,0,0,True,0.0031355114188045263,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598266601562,3.1099066734313965,-1431.4647216796875
2.452954599997611,0,,11590,142092,142092,2,0,0,True,0.003132124664261937,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598266601562,3.1099061965942383,-1431.4647216796875
2.4635198000032688,0,,11600,142092,142092,2,0,0,True,0.0031447275541722775,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598266601562,3.109905958175659,-1431.4647216796875
2.474570500009577,0,,11610,142092,142092,2,0,0,True,0.0031300210393965244,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598266601562,3.10990571975708,-1431.4647216796875
2.4856522000045516,0,,11620,142092,142092,2,0,0,True,0.003144515212625265,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598266601562,3.109905242919922,-1431.4647216796875
2.4966643000079785,0,,11632,142092,142092,2,0,0,True,0.0031394329853355885,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7598266601562,3.1099050045013428,-1431.4647216796875
2.507727400006843,0,,11642,142092,142092,2,0,0,True,0.0031446514185518026,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.759765625,3.1099045276641846,-1431.4647216796875
2.5188975000055507,0,,11652,142092,142092,2,0,0,True,0.003139393636956811,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.759765625,3.1099042892456055,-1431.4647216796875
2.530293100004201,0,,11665,142092,142092,2,0,0,True,0.003143636044114828,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.759765625,3.1099040508270264,-1431.4647216796875
2.5413761000090744,0,,11675,142092,142092,2,0,0,True,0.003138784086331725,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.759765625,3.109903573989868,-1431.4647216796875
2.55283220000274,0,,11685,142092,142092,2,0,0,True,0.003144045127555728,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.759765625,3.109903335571289,-1431.4647216796875
2.563752200003364,0,,11697,142092,142092,2,0,0,True,0.003138964530080557,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.759765625,3.109902858734131,-1431.4647216796875
2.574912600000971,0,,11717,142092,142092,2,0,0,True,0.003145522205159068,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.759765625,3.1099021434783936,-1431.4647216796875
2.586146000001463,0,,11717,142092,142092,2,0,0,True,0.0031401589512825012,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.759765625,3.1099021434783936,-1431.4647216796875
2.5973231999960262,0,,11740,142092,142092,2,0,0,True,0.0031459631863981485,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7597045898438,3.1099014282226562,-1431.464599609375
2.608376899996074,0,,11750,142092,142092,2,0,0,True,0.00313961342908442,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7597045898438,3.109901189804077,-1431.464599609375
2.619490900004166,0,,11762,142092,142092,2,0,0,True,0.0031445275526493788,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7597045898438,3.109900951385498,-1431.464599609375
2.6305072999966796,0,,11772,142092,142092,2,0,0,True,0.0031387899070978165,0.0,0.0,0.0,3037,1,0.9230315685272217,-985.7597045898438,3.10990047454834,-1431.464599609375
